date,type,registration,operator,fat.,location,,pic,cat,
41814,Airbus A310-324ET,AP-BGN,PIA,1,near Peshawar-Bac...,,,C2,Pakistan
41817,Beech A200 Super King Air,9Q-CAJ,"Air Tropiques, opf UN",0,Bukavu-Kavum...,,,A2,D.R. Congo
41818,Boeing 737-8AS (WL),EI-DLJ,Ryanair,0,London-Stans...,,,A2,U.K.
41818,Boeing 737-8AS (WL),EI-ENL,Ryanair,0,London-Stans...,,,A2,U.K.
41819,Airbus A330-223F,9M-MUC,"Malaysia Airlines, opf THY",0,Astana Inter...,,,A2,Kazakhstan
41822,Fokker 50,5Y-CET,Skyward International Aviation,4,near Nairobi-Jomo...,,,A1,Kenya
41824,Airbus A320-232,LZ-MDB,Air VIA,0,Leipzig Airp...,,,A2,Germany
41826,BN-2A Islander,9Q-CYA,ITAB,0,near Chirundu,,,A1,Zambia
41826,BN-2A-26 Islander,8R-GGY,Domestic Airways,0,Monkey Mount...,,,A1,Guyana
41827,BAe-125-800B,RA-02806,Sirius-Aero,0,Moskva-Vnuko...,,,A1,Russia
41830,ATR 72-212A (ATR 72-500),5H-PWA,Precision Air,0,Kilimanjaro ...,,,A2,Tanzania
41834,Antonov An-26,19 blue,Ukraine Air Force,2,near Izvaryne,,,C1,Ukraine
41834,DHC-8-315Q Dash 8,9H-AEY,Medavia,0,Tripoli Inte...,,,C1,Libya
41835,Airbus A330-202,5A-LAS,Libyan Airlines,0,Tripoli Inte...,,,C1,Libya
41836,Ilyushin Il-76T,5A-DNG,Libyan Air Cargo,0,Tripoli Inte...,,,C1,Libya
41836,Canadair CRJ-200ER,N845AS,"ExpressJet Airlines, opf Delta Connection",0,Atlanta-Will...,,,A1,USA
41837,Boeing 777-2H6ER,9M-MRD,Malaysia Airlines,298,Hrabove,,,C1,Ukraine
41837,Antonov An-2T,UR-BNK,Association for the Support of the Defence,0,Tarasovka Ai...,,,C1,Ukraine
41840,Bombardier CRJ-900ER,5A-LAL,Libyan Airlines,0,Tripoli Inte...,,,C1,Libya
41840,Airbus A330-202,5A-ONF,Afriqiyah Airways,0,Tripoli Inte...,,,C1,Libya
41840,ATR 72-212,S2-AFN,United Airways,0,Cox's Bazar ...,,,A1,Bangladesh
41842,Lockheed C-130J Super Hercules,MM62190,Italian AF,0,Herat Airpor...,,,A1,Afghanistan
41842,Embraer EMB-110P1 Bandeirante,CX-MAS,Aeromás,0,Montevideo-C...,,,A2,Uruguay
41843,ATR 72-212A (ATR 72-500),B-22810,TransAsia Airways,48,near Magong Airpo...,,,A1,Taiwan
41844,DC-9-83 (MD-83),EC-LTV,"Swiftair, op.for Air Algérie",116,near Gossi,,,A1,Mali
41845,DHC-6 Twin Otter 300,N190GC,Grand Canyon Airlines,0,Boulder City...,,,A2,USA
41847,Ilyushin Il-76M,5A-DZZ,Libyan Air Cargo,0,Tripoli Inte...,,,C1,Libya
41847,Airbus A320-214,5A-LAI,Libyan Airlines,0,Tripoli Inte...,,,C1,Libya
41847,Ilyushin Il-76T,5A-DNJ,Unknown,0,Tripoli Inte...,,,C1,Libya
41848,Embraer EMB-110P1 Bandeirante,PT-TAW,Táxi Aéreo Ribeiro,0,near Foz do Iguaç...,,,A1,Brazil
41849,Boeing 737-8AS (WL),EI-EFB,Ryanair,0,London-Stans...,,,A2,U.K.
41849,Boeing 757-222,N553UA,United Airlines,0,San Diego In...,,,A1,USA
41857,Antonov An-2R,RA-17890,Yug Line,0,"near Prototskiye,...",,,A1,Russia
41860,Canadair CRJ-900ER,N943LR,"Mesa Airlines, opf US Airways",0,San Antonio ...,,,A2,USA
41861,HESA IrAn-140-100,EP-GPA,Sepahan Airlines,40,near Tehran-Mehra...,,,A1,Iran
41861,DHC-8-102,N815EX,"Piedmont Airlines, op.for US Airways Express",0,near Harrisburg I...,,,A2,USA
41864,Cessna 560XLS+ Citation XLS+,PR-AFA,AF Andrade Empr. e Part.,7,"Santos, SP",,,A1,Brazil
41866,BAe 3102 Jetstream 31,G-GAVA,Links Air,0,Doncaster/Sh...,,,A1,U.K.
41871,Cessna 208B Grand Caravan,N4698B,Martinaire,0,Raleigh/Durh...,,,O1,USA
41874,Let L-410UVP,9Q-CXB,Doren Air Congo,4,Mulume Munene,,,A1,D.R. Congo
41877,Cessna 208B Grand Caravan,EJC-1137,Colombian Army,0,"near Mercaderes, ...",,,A2,Colombia
41880,Beech 200 Super King Air,N70AJ,private,0,"Ibans, Mosqu...",,,A1,Honduras
41881,Antonov An-12BK,UR-DWF,Ukraine Air Alliance,7,near Tamanrasset ...,,,A1,Algeria
41882,Fokker F-27 Friendship 500,5Y-SXP,Safari Express Cargo,3,near Kogatende,,,A1,Tanzania
??-AUG-2014,Antonov An-2R,UR-33590,Lugansk Airlines,0,Lugansk Airp...,,,C1,Ukraine
41888,Fokker 50,5Y-BYE,"Skyward International Aviation, op.for Jubba Airways",0,Mogadishu In...,,,A2,Somalia
41891,Cessna 208B Grand Caravan,PK-RSC,Enggang Air Service,0,Mulia Airpor...,,,A2,Indonesia
41891,Beech 200C Super King Air,F-GRSO,Air Loyauté,0,Nouméa-La To...,,,A1,New Caledonia
41894,Cessna 500 Citation I,N18FM,Plaisir en Vol,0,Athens Munic...,,,O1,USA
41894,Embraer EMB-145XR,N16147,"United Express, opb ExpressJet Airlines",0,Chicago-O'Ha...,,,A2,USA
41896,Beech 300LW Super King Air,LV-WLT,Tango Jet,2,"Nordelta, BA",,,A1,Argentina
41897,Boeing 757-223 (WL),N654A,American Airlines,0,Miami Intern...,,,A1,USA
41899,Dornier Do-128-G92 Turbo Skyservant,,Unknown,0,near Varrelbusch ...,,,A2,Germany
41901,Embraer Phenom 300,N322QS,NetJets,0,Conroe-Lone ...,,,A2,USA
41902,DHC-6 Twin Otter 300,P2-KSF,Hevilift,4,near Port Moresby...,,,A1,P.N. Guinea
41902,Antonov An-32RE,K2757,Indian AF,0,Chandigarh A...,,,A1,India
41903,Lockheed C-130H Hercules,SU-BAT/1287,Egyptian AF,6,"Kom Ashwin, ...",,,A1,Egypt
41906,Antonov An-2,RA-02322,2nd Arkhangelsk United Aviation Division,0,Shoyna Airport,,,A2,Russia
41908,Beech A100 King Air,C-FEYT,Air Creebec,0,Timmins Airp...,,,A1,Canada
41910,DHC-6 Twin Otter 300,C-GKSN,Air Labrador,0,La Tabatière...,,,A2,Canada
41910,PADC/BN-2A-26 Islander,N906GD,Air Flamenco,0,Ceiba-Jose A...,,,A2,Puerto Rico
41913,Embraer ERJ-190,PH-EZV,KLM Cityhopper,0,Amsterdam-Sc...,,,A2,Netherlands
41917,Embraer EMB-145LR (ERJ-145LR),N572RP,"Delta Connection, opb Chautauqua Airlines",0,New York-Joh...,,,A2,USA
41917,Airbus A340-212,JY-AID,Royal Jordanian,0,New York-Joh...,,,A2,USA
41919,Boeing 737-8AS (WL),EI-EMH,Ryanair,0,Dublin Airpo...,,,A2,Ireland
41919,Boeing 737-8AS (WL),EI-EKK,Ryanair,0,Dublin Airpo...,,,A2,Ireland
41924,BAe 3101 Jetstream 31,HI816,ACSA - Air Century,0,Punta Cana I...,,,A1,Dominican Rep.
41925,Cessna 525A CitationJet CJ2,OE-FLP,Fly Tyrol,0,Milano-Linat...,,,A1,Italy
41928,Dassault Falcon 50,UR-CCC,CABI Airlines,0,Donetsk Airp...,,,C1,Ukraine
41928,Beech 200 Super King Air,YVO107,SATA,0,Los Roques A...,,,A2,Venezuela
41928,Boeing 737-330 (SF),N301KH,Aloha Air Cargo,0,Lanai Airpor...,,,A2,USA
41931,Grumman American G-1159 Gulfstream,XB-NKS,Unknown,,near Calabozo,,,C1,Venezuela
41932,Dassault Falcon 50EX,F-GLSA,Unijet,4,Moskva-Vnuko...,,,A1,Russia
41932,Dornier 328-110,D-CPWF,Private Wings,0,Braunschweig...,,,A2,Germany
41934,Boeing 757-232 (WL),N67171,Delta Air Lines,0,Minneapolis-...,,,A2,USA
41934,Embraer ERJ-175,N622CZ,"Delta Connection, opb Compass Airlines",0,Minneapolis-...,,,A2,USA
41936,Cessna F406 Caravan II,F-ZBEP,French Customs,0,Lorient-Lann...,,,A2,France
41936,Cessna 208 Caravan I,XA-WET,FlyWet,0,Laguna de Tr...,,,A1,Mexico
41937,Let L-410UVP,9Q-COT,Mango Airlines,0,near Shabunda Air...,,,A1,D.R. Congo
41937,Learjet 35A,D-CFAX,FAI Air Service,0,Tamanrasset-...,,,A1,Algeria
41940,Beech B100 King Air,N702TD,private,0,Toussus-le-N...,,,A2,France
41941,Shorts 360-200,N380MQ,SkyWay Enterprises,2,near Sint Maarten...,,,A1,Sint Maarten
41942,Beech B200 King Air,N52SZ,Gilleland Aviation,1+ 3,Wichita-Mid-...,,,A1,USA
41944,DH-114 Heron,N82D,private,0,Santa Cruz-V...,,,A2,Bolivia
41946,Beech 200 Super King Air,XB-LRI,Unknown,,"near Elorza, Apur...",,,C1,Venezuela
41949,DHC-8-402Q Dash 8,C-GGBF,"Air Canada Express, opb Jazz Aviation",0,Edmonton Int...,,,A2,Canada
41949,Boeing 737-86J (WL),VT-SGK,SpiceJet,0,Surat Gujara...,,,A2,India
41950,Boeing 737-4Y0,YA-PIE,Ariana Afghan Airlines,0,Kabul Airpor...,,,A1,Afghanistan
41952,Learjet 35A,N17UF,Diplomat Aviation (Ba.),9,near Freeport-Gra...,,,A1,Bahamas
41957,BAe BAe-748-399 Srs. 2B LFD,5Y-BVQ,Global Airlift,2,Panyagor Air...,,,A1,South Sudan
41963,Cessna 208B Grand Caravan,C-FKAY,Air Tindi,0,"near Yellowknife, NT",,,A1,Canada
41964,Embraer Phenom 100,N584JS,JetSuite,0,Houston-Suga...,,,A1,USA
41967,Gulfstream Aerospace G-1159A Gulfst,N103CD,World Heir,0,London-Biggi...,,,A1,U.K.
41967,Boeing 737-883,LN-RRS,SAS,0,Stavanger-So...,,,A2,Norway
41968,Beech B300 King Air 350,RA-02778,Air Samara,0,Samara-Kurum...,,,A2,Russia
41970,Lockheed C-130M Hercules,2470,Brazilian AF,0,Teniente Rod...,,,A2,Antarctica
41974,Lockheed C-130H Hercules,88-4404,USAF,0,"near Mackall AAF, NC",,,A1,USA
41974,Alenia C-27J Spartan,10-27030,US Army,0,"near Mackall AAF, NC",,,A2,USA
41977,Cessna 208B Grand Caravan,V3-HHU,Tropic Air,0,Belize City ...,,,A1,Belize
41977,ATR 72-202,D-ANFE,"Avanti Air, opf Darwin Airline",0,Zürich-Klote...,,,A2,Switzerland
41980,Beech B99,VQ-THL,interCaribbean Airways,0,Providencial...,,,A2,Turks & Caicos
41981,Embraer Phenom 100,N100EQ,Sage Aviation,3+ 3,near Gaithersburg...,,,A1,USA
41982,Rockwell Sabreliner 60ELXM,XB-KLQ,Unknown,,within Venezuela,,,C1,Venezuela
41985,Antonov An-32B,SCM-864,Sri Lanka AF,5,Hokandara,,,A1,Sri Lanka
41985,Antonov An-26B,UP-AN608,Burundaiavia,0,Obo-Mission ...,,,A1,C.A.R.
41985,Boeing 737-76N (WL),N7710A,Southwest Airlines,0,Baltimore/Wa...,,,A2,USA
41986,Cessna 208B Grand Caravan,N208B,private,0,Brittas Hous...,,,A2,Ireland
41991,Learjet 25D,N265TW,T-Air,2,near Champotón,,,A1,Mexico
41994,Dornier 228-212,B-55565,Daily Air,0,Taitung Airp...,,,A2,Taiwan
41995,DHC-6 Twin Otter 300,XA-UOA,Transportes Aéreos Terrestres,0,Tequesquiten...,,,A2,Mexico
42001,Airbus A320-216,PK-AXC,Indonesia AirAsia,162,Karimata Strait,,,A1,Indonesia
42001,BN-2A-26 Islander,8R-GHE,ASL,2,within Guyana,,,A1,Guyana
42001,Antonov An-26,4L-AFS,AG Air,6,near Uvira,,,A1,D.R. Congo
42003,Boeing 737-4H6,AP-BJN,Shaheen Air,0,Lahore-Allam...,,,A1,Pakistan
42003,Cessna 208B Grand Caravan,N950FE,"FedEx, opb Baron Aviation",0,Roswell Inte...,,,A2,USA
??-???-2014,Antonov An-2R,UR-33587,Ukraerorukh,0,Lugansk Airp...,,,O1,Ukraine
??-???-2014,Learjet 60XR,XA-JWM,Unknown,0,Fort Lauderd...,,,O1,USA
42006,Saab 340B,G-LGNL,"Loganair, op.for Flybe",0,Stornoway Ai...,,,A1,U.K.
42007,Antonov An-26B-100,RA-26082,KAPO Avia,0,Magadan-Soko...,,,A1,Russia
42008,Fokker 50,5Y-SIB,Skyward Express,0,Nairobi-Jomo...,,,A1,Kenya
42012,Bombardier Challenger 300,PR-YOU,Bradesco Leasing S.A. Arrendamento Mercantil,0,São Paulo-Co...,,,O1,Brazil
42013,Cessna 208B Grand Caravan,8R-GAB,Trans Guyana Airways,0,Matthews Rid...,,,A2,Guyana
42014,Boeing 737-43Q (SF),ET-AQV,"Ethiopian Airlines, op.for ASKY Airlines",0,Accra-Kotoka...,,,A1,Ghana
42015,DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Enarotali Ai...,,,A2,Indonesia
42016,Dornier 328-110,D-CIRD,"Sun-Air, opf British Airways",0,Hamburg-Fuhl...,,,O1,Germany
42019,BAe ATP-F (LFD),G-BTPC,Atlantic Airlines,0,Coventry-Bag...,,,A2,U.K.
42020,BN-2A-8 Islander,YV2238,Chapi Air,0,Los Roques A...,,,A1,Venezuela
42021,Bombardier Global 5000,RP-C9363,Challenger Aero Corporation Metro Manila,0,Tacloban Air...,,,A1,Philippines
42022,Antonov An-26,YK-AND,Syrian Air Force,30,near Abu adh Dhuh...,,,A1,Syria
42024,Antonov An-2P,UP-A0314,Olimp Air,6,near Shatyrkul Mine,,,A1,Kazakhstan
42024,BN-2T Islander,ZS-NAT,Xcel Aviation,0,Dawlatabad d...,,,A2,Afghanistan
42024,Fokker 100,HB-JVE,"Swiss, opb Helvetic Airways",0,Nürnberg Air...,,,A2,Germany
42030,Boeing 737-8KN (WL),A6-FEK,flydubai,0,near Baghdad Inte...,,,C2,Iraq
42033,Canadair Challenger 601,N214FW,Dinama Aircorp,3,near Boca Druif,,,C1,Aruba
42034,Ilyushin Il-76T,5A-DNK,Libyan Air Cargo,0,Tripoli-Miti...,,,C1,Libya
42037,BAe 4100 Jetstream 41,SX-DIA,Sky Express,0,Rhodes/Parad...,,,A1,Greece
42039,ATR 72-212A (ATR 72-600),B-22816,TransAsia Airways,43,near Taipei-Songs...,,,A1,Taiwan
42044,DHC-6 Twin Otter 200,N30EA,Eagle Air Transport,0,Sebastian Mu...,,,A2,USA
42044,DHC-6 Twin Otter 200,N70EA,Eagle Air Transport,0,Sebastian Mu...,,,A2,USA
42046,Beech 1900C,YV1674,Aeropanamericano,4,near Miami Execut...,,,A1,USA
42049,Antonov An-32B,T-256,Angolan AF,0,Malange Airp...,,,A1,Angola
42049,Antonov An-26B-100,FA312,Mozambique AF,0,near Quelimane Ai...,,,A1,Mozambique
42053,Antonov An-26B,EW-246TG,Genex,0,Kiev-Borispo...,,,O2,Ukraine
42053,Yakovlev Yak-40,UR-MIG,BPV Group,0,Kiev-Borispo...,,,O1,Ukraine
42053,Airbus A300B4-605R(F),A6-JIM,Unique Air,0,Sharjah Airp...,,,A2,U.A.E.
42053,Tupolev Tu-154B-2,RA-85587,Russian AF,0,Samara Airpo...,,,O1,Russia
42058,BAe-146-200,G-RAJJ,"Cello Aviation, opf Aurigny Air Services",0,Guernsey Air...,,,A2,U.K.
42059,DHC-8-102,C-GTAI,"Air Canada Express, opb Jazz Aviation",0,Sault Ste. M...,,,A2,Canada
42059,Cessna 208B Super Cargomaster,N989FX,FedEx,0,Baltimore/Wa...,,,A2,USA
42061,Boeing 757-28A (PCF),C-GIAJ,Cargojet Airways,0,St. John's A...,,,A2,Canada
42064,Canadair Challenger 601-3A,N600NP,Six Hundred NP,0,Marco Island...,,,A1,USA
42067,Airbus A330-303,TC-JOC,THY,0,Kathmandu-Tr...,,,A1,Nepal
42067,BAe ATP-F (LFD),PK-DGB,Deraya Air Taxi,0,Wamena Airpo...,,,A1,Indonesia
42068,MD-88,N909DL,Delta Air Lines,0,New York-La ...,,,A1,USA
42068,Let L-410UVP-E20,E7-WDT,Icar Air,0,Ancona-Falco...,,,A1,Italy
42071,DHC-8-402Q Dash 8,VT-SUA,SpiceJet,0,Hubli Airpor...,,,A1,India
42073,Cessna 208B Super Cargomaster,N12155,Martinaire,0,Muskegon Air...,,,A2,USA
42075,Raytheon 390 Premier I,G-OOMC,Pool Aviation,0,Blackpool Ai...,,,A1,U.K.
42076,Gulfstream G-IV,JA001G,Japan Civil Aviation Bureau,0,near Niigata Airp...,,,A2,Japan
42077,Airbus A330-343,9M-MTA,Malaysia Airlines,0,Melbourne-Tu...,,,A2,Australia
42082,Boeing 747SP-27,7O-YMN,Yemen Government,0,Aden Interna...,,,O1,Yemen
42087,Airbus A320-211,D-AIPX,Germanwings,150,Prads-Haute-...,,,C1,France
42087,Dornier 228-201,IN240,Indian Navy,2,"near Goa, India",,,A1,Indian Ocean
42087,Cessna 208B Supervan 900,N106BZ,Private,0,"Verdigris, OK",,,A1,USA
42089,Antonov An-2R,UR-62681,Agrotekhservice,2,"Promin, Luts...",,,A1,Ukraine
42089,CASA CN-235M-300,2211,Yemen AF,0,Sana'a-Al Da...,,,C1,Yemen
42089,Beech 300 Super King Air,,Yemen AF,0,Sana'a-Al Da...,,,C1,Yemen
42092,Airbus A320-211,C-FTJP,Air Canada,0,Halifax-Stan...,,,A1,Canada
42094,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala ...,,,O1,Russia
??-MAR-2015,Ilyushin Il-76TD,7O-ADO,Barash Aviation,0,Sana'a Inter...,,,C1,Yemen
42095,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airpo...,,,A2,Ireland
42095,Boeing 737-8AS (WL),EI-DYA,Ryanair,0,Dublin Airpo...,,,A2,Ireland
42097,Beech 300 King Air 350ER,N5018S,Beechcraft,0,Wichita-Colo...,,,O1,USA
42097,Beech 300 King Air 350ER,N5019Q,Beechcraft,0,Wichita-Colo...,,,O1,USA
42097,Beech 300 King Air 350ER,N5027X,Beechcraft,0,Wichita-Colo...,,,O1,USA
42097,Beech 300 King Air 350ER,N957ER,Beechcraft,0,Wichita-Colo...,,,O1,USA
42097,Beech 300 King Air 350ER,N958ER,Beechcraft,0,Wichita-Colo...,,,O1,USA
42097,Beech 300 King Air 350ER,N275BT,Executive AirShare,0,Wichita-Colo...,,,O1,USA
42097,Antonov An-74-200,RA-74056,ShAR,0,Barneo Camp ...,,,A1,Arctic Ocean
42104,Gulfstream G-IV,N450KK,La Venezolana de Seguros y Vida,0,near Caribbean Sea,,,A2,Atlantic Ocean
42107,Swearingen SA226-TC Metro II,C-GSKC,Carson Air,2,near North Vancou...,,,A1,Canada
42107,Boeing 737-85R,VT-JGA,Jet Airways,0,Khajuraho Ai...,,,A2,India
42107,Lockheed NC-130F Hercules,148897,USMC,0,Port Hueneme...,,,A1,USA
42108,Airbus A320-232,HL7762,Asiana Airlines,0,Hiroshima In...,,,A1,Japan
42110,Swearingen SA227-AC Metro III,N2691W,Key Lime Air,0,near Rifle-Garfie...,,,A2,USA
42115,Lockheed AC-130J Ghostrider,1391819,USAF,0,near Valparaiso-E...,,,A1,USA
42119,Airbus A320-232,TC-JPE,THY,0,Istanbul-Ata...,,,A1,Turkey
42119,Beech 200 Super King Air,YV2803,SATA,0,Maracaibo-La...,,,A1,Venezuela
42119,Dassault Falcon 20D,G-FRAK,Cobham Aviation Services,0,near Portland Bill,,,A2,U.K.
42122,Canadair CRJ-702ER,7O-FAA,Felix Airways,0,Sana'a Inter...,,,C1,Yemen
42122,ShinMaywa US-2,9905,Japanese Navy,0,near Ashizuri Cap...,,,A2,Pacific Ocean
42124,Boeing RC-135V Rivet Joint,64-14848,USAF,0,Bellevue-Off...,,,A2,USA
42126,Boeing 737-330,D-ABEK,Lufthansa,0,Katowice-Pyr...,,,A2,Poland
42128,Ilyushin Il-76TD,7O-ADG,Yemen AF,0,Sana'a Inter...,,,C1,Yemen
42133,Airbus A400M Atlas,EC-403,Airbus Industrie,4,near Sevilla Airp...,,,A1,Spain
42133,BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield,,,O1,Libya
42134,Xian MA60,B-3476,Joy Air,0,Fuzhou Chang...,,,A1,China
42134,Antonov An-2,RF-01159,"DOSAAF, Rostov ATSK",0,Azov distric...,,,A1,Russia
42140,Antonov An-2R,LY-AET,Klaipedos avialinijos,2,"near Klaipeda, Li...",,,A1,Atlantic Ocean
42140,Beech B200 King Air,N505SP,N505SP,0,Carlsbad-McC...,,,A2,USA
42142,Antonov An-2R,RA-56528,private,0,"Sanamer, Sta...",,,A1,Russia
42143,Cessna 208B Caravan I,5Y-NKV,Airworks,0,Mandeng Airs...,,,A1,South Sudan
42144,BAe-125-700A,(N917TF),Unknown,4,near Puerto Colombia,,,C1,Colombia
42154,DHC-8-315Q MPA,JA727B,Japan Coast Guard,0,Sendai Airpo...,,,A2,Japan
42157,Swearingen SA226-TC Metro II,XA-UKP,Aeronaves TSM,5,near Querétaro Ai...,,,A1,Mexico
42159,DHC-3T Texas Turbine Otter,N3125N,Alaska Air Taxi,0,"near Skwentna, AK",,,A2,USA
42163,Dornier 228,CG-791,Indian Coast Guard,3,near Pichavaram,,,A1,Indian Ocean
42165,Cessna 525A CitationJet CJ2+,JA021R,Auto Panther,0,Konan Airpor...,,,A2,Japan
42166,DHC-6 Twin Otter 300,8Q-TMG,Trans Maldivian Airways,0,Male Interna...,,,A2,Maldives
42166,DHC-6 Twin Otter 300,8Q-MAP,Trans Maldivian Airways,0,Male Interna...,,,A2,Maldives
42166,Eclipse 500,N508JA,Memly Aviation,0,Sacramento-E...,,,A2,USA
42166,Hawker 800XP,N497AG,Swat Technology,0,Port Harcour...,,,A1,Nigeria
42167,Boeing 737-33A,VH-NLK,Nauru Airlines,0,near Kosrae Airpo...,,,I2,Micronesia
42170,Antonov An-2R,RA-84553,Vodoley,0,Tatsinsky di...,,,A1,Russia
42171,Boeing 737-322 (WL),LY-FLB,SCAT,0,Aktau Airpor...,,,O1,Kazakhstan
42172,Boeing 747-451,N664US,Delta Air Lines,0,over China,,,A1,China
42174,Antonov An-2R,RA-40646,Vostok Aviakompania,0,"near Kezhma, Kezh...",,,A1,Russia
42177,Learjet 35A,N640BA,Beta Aire,0,Grosse Ile M...,,,A2,USA
42180,DHC-3T Vazar Turbine Otter,N270PA,Promech Air,9,"near Ella Lake, M...",,,A1,USA
42180,Antonov An-2,HL1090,South Korea AF,0,"Okcheon, Nor...",,,A2,South Korea
42184,Shorts 360-300,N221LM,Transair (Cargo),0,Kapolei-Kala...,,,A2,USA
42185,Lockheed C-130B Hercules,A-1310,Indonesian AF,122+ 17,near Medan-Soewon...,,,A1,Indonesia
42185,Beech C99,N6199D,Ameriflight,0,Salt Lake Ci...,,,A1,USA
42187,DHC-6 Twin Otter 300,8Q-MAN,Trans Maldivian Airways,0,near Kuredu Islan...,,,A2,Maldives
42188,Consolidated PBY-6A Catalina,N85U,Flying Firemen,0,near Orange Beach...,,,O1,USA
42192,Cessna 208B Grand Caravan,DU-SD1,Skydive Dubai,0,near Dubai-Skydiv...,,,A1,U.A.E.
42192,Lockheed C-130H Hercules,79-0478,USAF,0,Baghdad Inte...,,,A1,Iraq
42199,Fokker 50,9Q-CJB,CAA,0,Goma Airport...,,,A1,D.R. Congo
42202,Antonov An-12BK,RF-94291,Russian AF,0,Chelyabinsk ...,,,A2,Russia
42202,Canadair CL-215,1070,Hellenic AF,0,"near Faraklo, Lac...",,,A2,Greece
42202,Cessna 208B Grand Caravan,SP-WAW,Skydive Warsaw,0,Ladowisko Ch...,,,A2,Poland
42204,Airbus A321-231,G-EUXF,British Airways,0,Glasgow Inte...,,,A2,U.K.
42204,Learjet 35A,YV543T,private,0,Panama City-...,,,A1,Panama
42207,Canadair Challenger 601-3A,N613PJ,Paragon Jets,0,West Palm Be...,,,A2,USA
42208,IAI 1125 Astra,N765A,Mountain Air Services,0,Baltimore/Wa...,,,A2,USA
42208,Cessna 208 Caravan I,PR-PAZ,Greenpeace Brasil,0,near Manaus-Eduar...,,,A1,Brazil
42209,ATR 72-212,XY-AIH,Air Bagan,0,Yangon-Minga...,,,A1,Myanmar
42212,Embraer C-95BM Bandeirante (EMB-110,2326,Brazilian AF,0,Lagoa Santa ...,,,A2,Brazil
42216,Embraer Phenom 300,HZ-IBN,Salem Aviation,4,Blackbushe A...,,,A1,U.K.
42216,Embraer EMB-120ER Brasilia,VQ-BBX,RusLine,0,Moskva-Domod...,,,A1,Russia
42216,CASA CN-235M-200,FAC-1261,Colombian AF,11,near Codazzi,,,A1,Colombia
42217,Antonov An-2R,YR-PEG,Aero West,1,Stancuta,,,A1,Romania
42218,Cessna 208B Grand Caravan EX,N942AC,Air Choice One,0,Chicago-O'Ha...,,,A2,USA
42221,Cessna 560XL Citation XLS,N560JF,Snow Peak Ventures,0,Spanish Fork...,,,A2,USA
42227,Boeing 737-73V (WL),N561WN,Southwest Airlines,0,Orlando Inte...,,,O2,USA
42227,Beech B200 King Air,N531SW,Southwest Aircraft Charter,0,Chandler Mun...,,,O1,USA
42228,Cessna 208B Super Cargomaster,N924FE,Mountain Air Cargo,0,near Saba,,,A1,Caribbean Neth'lands
42231,Airbus A321-231,N564UW,American Airlines,0,Charlotte-Do...,,,A2,USA
42232,ATR 42-300,PK-YRN,Trigana Air Service,54,near Oksibil Airp...,,,A1,Indonesia
42232,Rockwell Sabreliner 60SC,N442RM,"BAE Systems, op.for US DoD",4,near San Diego-Br...,,,A1,USA
42232,Beech A100 King Air,C-FDOR,Maritime Air Charter,0,Margaree Air...,,,A1,Canada
42233,Beech 99,N128SF,Hummingbird Air,0,Codrington A...,,,A2,Antigua
42236,Let L-410MA,OM-SAB,Dubnica Air,3,Cervený Kamen,,,A1,Slovakia
42236,Let L-410UVP,OM-ODQ,Dubnica Air,4,Cervený Kamen,,,A1,Slovakia
42237,Eclipse 500,N120EA,UF Equipment,0,Danbury Airp...,,,A1,USA
42242,Cessna S550 Citation S/II,YV3125,Unknown,0,Charallave-Ó...,,,A1,Venezuela
42243,Cessna 750 Citation X,XA-KYE,Unknown,0,Toluca Airpo...,,,A1,Mexico
42243,Lockheed CP-140 Aurora,140103,RCAF,0,Greenwood Ca...,,,A2,Canada
42244,Viking Air DHC-6 Twin Otter 400,JA201D,First Flying,0,Aguni Airpor...,,,A2,Japan
42244,Boeing 737-3Q8 (BDSF),PK-BBY,Cardig Air,0,Wamena Airpo...,,,A1,Indonesia
42244,Dassault Falcon 2000,N187AA,Anton Air,0,Las Vegas-Mc...,,,A2,USA
42245,Dornier 228-212,NAF030,Nigerian AF,7,Kaduna,,,A1,Nigeria
42247,Antonov An-30D,,Lukiaviatrans,0,Keperveyem A...,,,A2,Russia
42248,Beech 300 Super King Air,N300PP,Handel- en Exploitatiemij. Ruygrok,0,Rotterdam/Th...,,,A1,Netherlands
42248,Swearingen SA227-DC Metro 23,VH-HPE,Toll Aviation,0,Thangool Air...,,,A2,Australia
42249,Beech B200 King Air,VH-FDB,Royal Flying Doctor Service,0,Barcaldine A...,,,A2,Australia
42250,Cessna 550B Citation Bravo,OE-GLG,Jet24,0,Wien-Schwech...,,,A1,Austria
42252,BAe-125-700A,6V-AIM,Senegalair,7,"near Dakar, Senegal",,,A1,Atlantic Ocean
42252,Boeing 737-8FB (WL),3C-LLY,Ceiba International,0,near Tambacounda,,,A2,Senegal
42253,DHC-6 Twin Otter 200,N181CS,Rampart Aviation,0,Louisburg-No...,,,A1,USA
42253,Antonov An-2TD,D-FWJK,FSC Halle-Oppin,0,Merseburg Ai...,,,A2,Germany
42255,Boeing 777-236ER,G-VIIO,British Airways,0,Las Vegas-Mc...,,,A2,USA
