date,Month,Year,type,registration,operator,Fatalities,location,cat,Country,Manufacturer,Military / Commercial
5/29/1965,5,1965,Convair CV-240-1,JA5088,Japan Domestic Airlines,0,Obihiro Airp...,A1,Japan,Convair ,C
5/29/1965,5,1965,Douglas Dakota IV (DC-3),KJ955,RAF,0,Aden-Khormak...,C1,Yemen,Douglas ,M
6/1/1965,6,1965,Lockheed P2V-7 Neptune,4657,Japanese Navy,0,,U1,Unknown country,Lockheed ,M
6/3/1965,6,1965,Boeing KC-135A,63-8042,USAF,5,Roswell-Walk...,A1,USA,Boeing ,M
6/4/1965,6,1965,Douglas C-47B (DC-3),T-49,Paraguay AF,1,near Pedro Juan C...,A1,Paraguay,Douglas ,M
6/4/1965,6,1965,Fairchild C-119 Flying Boxcar,,USAF,0,"near Sabattus, ME",A1,USA,Fairchild ,M
6/5/1965,6,1965,Fairchild C-119G Flying Boxcar,51-2680,USAF,10,near Crooked Isla...,A1,Atlantic Ocean,Fairchild ,M
6/6/1965,6,1965,Douglas DC-6B,PI-C950,Filipinas Orient Airways,0,Cebu Airport...,A1,Philippines,Douglas ,C
6/8/1965,6,1965,CASA 352 (Ju-52),T.2B-230,Spanish AF,14,near Murcia/Alcan...,A1,Spain,CASA ,M
6/8/1965,6,1965,CASA 352 (Ju-52),T.2B-229,Spanish AF,14,near Murcia/Alcan...,A1,Spain,CASA ,M
6/11/1965,6,1965,Fairchild C-123B Provider,56-4379,USAF,7,near Holloway Field,A1,Vietnam,Fairchild ,M
6/11/1965,6,1965,Douglas C-54A (DC-4),7T-VAC,Air Algérie,0,Algiers-Dar ...,U1,Algeria,Douglas ,C
6/14/1965,6,1965,Lockheed 18 Lodestar,PT-BIS,Private,0,Manaus/Ponta...,A1,Brazil,Lockheed ,C
6/14/1965,6,1965,Nord 2501D Noratlas,GB+235,German AF,0,Ahlhorn Air ...,A1,Germany,Nord ,M
6/15/1965,6,1965,Nord 2501 Noratlas,152,French AF,0,,A1,France,Nord ,M
6/18/1965,6,1965,Grumman HU-16B Albatross,51-5287,USAF,0,near North Vietna...,A1,Pacific Ocean,Grumman ,M
6/19/1965,6,1965,Ilyushin Il-14P,CU-T824,Cubana,5,near Jaruco,C1,Cuba,Ilyushin ,C
6/20/1965,6,1965,Vickers VC10-1101,G-ARVK,BOAC,0,near Bristol Channel,A2,U.K.,Vickers ,C
6/23/1965,6,1965,Consolidated Canso A,CF-OFJ,Newfoundland & Labrador Forestry Svc,1,Catalina Har...,A1,Canada,Consolidated ,C
6/25/1965,6,1965,Boeing C-135A,60-0373,USAF,84,near Santa Ana-El...,A1,USA,Boeing ,M
6/27/1965,6,1965,Fairchild C-123B Provider,54-641,USAF,16,near Saigon,C1,Vietnam,Fairchild ,M
6/28/1965,6,1965,Boeing 707-321B,N761PA,Pan Am,0,near San Francisc...,A2,USA,Boeing ,C
??-JUN-1965,6,1965,Douglas DC-3,SU-AJW,UAA,0,Cairo,U1,Egypt,Douglas ,C
7/1/1965,7,1965,Boeing 707-124,N70773,Continental Air Lines,0,Kansas City ...,A1,USA,Boeing ,C
7/1/1965,7,1965,Lockheed C-130A Hercules,55-0042,USAF,0,Da Nang Airp...,C1,Vietnam,Lockheed ,M
7/1/1965,7,1965,Lockheed C-130A Hercules,55-0039,USAF,0,Da Nang Airp...,C1,Vietnam,Lockheed ,M
7/3/1965,7,1965,Grumman HU-16B Albatross,51-058,USAF,0,Gulf of Tonkin,A1,Pacific Ocean,Grumman ,M
7/4/1965,7,1965,A.W. AW-650 Argosy 222,G-ASXL,BEA,0,near Piacenza,A1,Italy,A.W. ,C
7/6/1965,7,1965,Douglas C-47 (DC-3),6V-AAA,Air Mauritanie,0,Nouakchott A...,A1,Mauritania,Douglas ,C
7/6/1965,7,1965,Handley Page Hastings C.1A,TG577,RAF,41,Little Baldon,A1,U.K.,Handley ,M
7/7/1965,7,1965,Antonov An-12,,Soviet AF,30,Cairo,A1,Egypt,Antonov ,M
7/8/1965,7,1965,Douglas DC-6B,CF-CUQ,Canadian Pacific,52,near 100 Mile Hou...,C1,Canada,Douglas ,C
7/9/1965,7,1965,Bristol 175 Britannia 302,XA-MEC,Aeronaves de México,0,Tijuana Airp...,A1,Mexico,Bristol ,C
7/11/1965,7,1965,Lockheed EC-121H Super Constellatio,55-0136,USAF,16,"near Nantucket, M...",A1,Atlantic Ocean,Lockheed ,M
7/11/1965,7,1965,Avro 748-101 Srs. 1,G-ARMV,Skyways Coach Air,0,Ashford-Lymp...,A1,U.K.,Avro ,C
7/13/1965,7,1965,Douglas VC-47D (DC-3),43-49026,USAF,0,,A1,Unknown country,Douglas ,M
7/17/1965,7,1965,Lockheed P2V-7 Neptune,4614,Japanese Navy,11,near Choushi,A1,Japan,Lockheed ,M
7/20/1965,7,1965,Vickers 701 Viscount,G-AMOL,Cambrian Airways,4,near Liverpool In...,A1,U.K.,Vickers ,C
7/21/1965,7,1965,Antonov An-2,CCCP-01201,"Aeroflot, Far East",1,near Gorny,A1,Russia,Antonov ,C
7/23/1965,7,1965,Convair CV-440,N8415H,Allegheny Airlines,0,near Montoursvill...,A1,USA,Convair ,C
7/25/1965,7,1965,Douglas C-47A (DC-3),,Philippine AF,36,within Philippines,A1,Philippines,Douglas ,M
7/27/1965,7,1965,Lockheed P-3A Orion,151380,US Navy,4,Bermuda-Kind...,A1,Bermuda,Lockheed ,M
7/29/1965,7,1965,Fairchild C-82A Packet,N4834V,private,0,"near Lerma, Campeche",A1,Mexico,Fairchild ,C
8/2/1965,8,1965,Vickers 610 Viking 1B,G-AHPL,Invicta Int. Airways,0,Manston Airp...,A1,U.K.,Vickers ,C
8/4/1965,8,1965,Douglas C-54D (DC-4),OB-R-769,Rutas Internacionales,7,near Panama City-...,A1,Panama,Douglas ,C
8/12/1965,8,1965,Curtiss C-46A,PP-BTH,Paraense Transportes Aéreos,13,near Barra do Bug...,A1,Brazil,Curtiss ,C
8/16/1965,8,1965,Boeing 727-22,N7036U,United Airlines,30,Lake Michiga...,A1,USA,Boeing ,C
8/16/1965,8,1965,Morane Saulnier (FMA) MS.760 Paris,E-228,Argentine AF,1,"El Pucu, FO",A1,Argentina,Morane ,M
8/18/1965,8,1965,Lockheed C-130B Hercules,12648,Pakistan AF,0,,A1,Pakistan,Lockheed ,M
8/19/1965,8,1965,DHC-3 Otter,BM-1002,Indian AF,0,near Poonch,A1,India,De Havilland Canada,M
8/20/1965,8,1965,Convair CV-240-0,PP-CFD,Cruzeiro do Sul,0,Rio de Janei...,A1,Brazil,Convair ,C
8/20/1965,8,1965,Lockheed EC-121M Super Constellatio,135747,US Navy,0,Atsugi NAS (...,A1,Japan,Lockheed ,M
8/20/1965,8,1965,Vickers 804 Viscount,SP-LVA,LOT,4,Jeuk,A1,Belgium,Vickers ,C
8/24/1965,8,1965,Lockheed KC-130F Hercules,149802,USMC,59,Hong Kong-Ka...,A1,Hong Kong,Lockheed ,C
8/25/1965,8,1965,Antonov An-2R,CCCP-05856,"Aeroflot, Lithuania",1,near ilale,A1,Lithuania,Antonov ,C
8/28/1965,8,1965,Douglas DC-3A-367,PP-AJE,T.A. Catarinense,0,Carauari Air...,A1,Brazil,Douglas ,C
8/28/1965,8,1965,Douglas C-47 (DC-3),,USAF,14,near Cali,A1,Colombia,Douglas ,M
8/29/1965,8,1965,Douglas C-47 (DC-3),FAC-655,Colombian AF,0,near Cali Airport...,A2,Colombia,Douglas ,M
8/31/1965,8,1965,Douglas DC-3,,Hawaiian Airlines,0,,H2,USA,Douglas ,C
9/4/1965,9,1965,Consolidated PBY-5A Catalina,34039,French Navy,0,"Hikuera, Pap...",O1,French Polynesia,Consolidated ,M
9/5/1965,9,1965,Antonov An-2V,CCCP-98320,"Aeroflot, Northern",1,near Loukhi,A1,Russia,Antonov ,C
9/6/1965,9,1965,Fairchild C-119G Flying Boxcar,,Indian AF,0,Pathankot,C1,India,Fairchild ,M
9/6/1965,9,1965,Douglas HC-47A,42-92916,USAF,0,Bien Hoa Air...,A1,Vietnam,Douglas ,M
9/7/1965,9,1965,Douglas DC-3,,Indian Airlines,0,Srinagar Air...,C1,India,Douglas ,C
9/7/1965,9,1965,Douglas C-47 (DC-3),,Indian AF,0,Srinagar Air...,C1,India,Douglas ,M
9/7/1965,9,1965,Lockheed PV-2 Harpoon,N7671C,Micronesian Airlines,2,near Hayward Muni...,A1,USA,Lockheed ,C
9/8/1965,9,1965,CC-108 Caribou (DHC-4),5324,RCAF,0,Srinagar Air...,C1,India,De Havilland Canada,M
9/10/1965,9,1965,Douglas C-47A (DC-3),N272R,Central American Airways,0,near Louisville-B...,A2,USA,Douglas ,C
9/10/1965,9,1965,Fairchild C-119G Flying Boxcar,,Indian AF,0,Baghdogra,C1,India,Fairchild ,M
9/11/1965,9,1965,Douglas DC-3A-197,PI-C942,Filipinas Orient Airways,10,Mt Kantakan,A1,Philippines,Douglas ,C
9/11/1965,9,1965,Antonov An-12,CCCP-11337,"Aeroflot, Polar",8,near Ulan-Ude Air...,A1,Russia,Antonov ,C
9/13/1965,9,1965,Curtiss C-46D,N5132B,Zantop,0,"Dover AFB, D...",A1,USA,Curtiss ,C
9/13/1965,9,1965,Convair CV-880,N820TW,TWA,0,Kansas City ...,A1,USA,Convair ,C
9/14/1965,9,1965,Douglas C-47A (DC-3),ET-ABI,Ethiopian Airlines,17,Gore Airport...,A1,Ethiopia,Douglas ,C
9/14/1965,9,1965,Fairchild C-119G Flying Boxcar,,Indian AF,0,Barrackpore ...,C1,India,Fairchild ,M
9/14/1965,9,1965,Douglas C-47 (DC-3),,Indian AF,0,Pathankot,C1,India,Douglas ,M
9/14/1965,9,1965,Douglas C-47 (DC-3),,Indian AF,0,Jamnagar-Gov...,C1,India,Douglas ,M
9/14/1965,9,1965,Douglas C-47 (DC-3),,Indian AF,0,Jammu-Satwar...,C1,India,Douglas ,M
9/14/1965,9,1965,Douglas C-47 (DC-3),,Indian AF,0,Barrackpore ...,C1,India,Douglas ,M
9/16/1965,9,1965,Douglas C-47A (DC-3),XV-NIC,Air Vietnam,39,near Quang-Ngai,C1,Vietnam,Douglas ,C
9/16/1965,9,1965,Douglas C-47B (DC-3),HC-AFQ,TAO,9,near Pastaza Airp...,A1,Ecuador,Douglas ,C
9/16/1965,9,1965,Lockheed C-130B Hercules,T-1306,Indonesian AF,0,"near Long Bawan, ...",C1,Indonesia,Lockheed ,M
9/17/1965,9,1965,Boeing 707-121B,N708PA,Pan Am,30,Chances Peak,A1,Montserrat,Boeing ,C
9/18/1965,9,1965,Lockheed C-130A Hercules,55-0038,USAF,4,near Qui Nhon Air...,A1,Vietnam,Lockheed ,M
9/20/1965,9,1965,Lockheed L-1049E Super Constellatio,N9719C,American Flyers,0,"Ardmore, OK",A1,USA,Lockheed ,C
9/25/1965,9,1965,DHC-3 Otter,PK-PHA,Pelita Air Service,0,,U1,Unknown country,De Havilland Canada,C
10/3/1965,10,1965,Fairchild C-123B Provider,N5003X,Air America,1,Long Tieng,A1,Laos,Fairchild ,C
10/4/1965,10,1965,Curtiss C-46A,HK-613,SEA Colombia,4,near Cúcuta,A1,Colombia,Curtiss ,C
10/4/1965,10,1965,Douglas C-47A (DC-3),42-108957,USAF,0,unknown,A1,Unknown country,Douglas ,M
10/6/1965,10,1965,Douglas LC-47H,17239,US Navy,0,near McMurdo Stat...,A1,Antarctica,Douglas ,M
10/8/1965,10,1965,Fokker F-27 Friendship 200,AP-ATT,PIA,4,near Patian,A1,Pakistan,Fokker ,C
10/10/1965,10,1965,Bristol 175 Britannia 312,G-AOVB,British Eagle,0,Gan RAF Stat...,A2,Maldives,Bristol ,C
10/11/1965,10,1965,Douglas C-124C Globemaster II,53-010,USAF,0,Dayton-Patte...,O1,USA,Douglas ,M
10/11/1965,10,1965,Fairchild F-27,,Aloha Airlines,0,,H2,USA,Fairchild ,C
10/14/1965,10,1965,A.W. AW-650 Argosy 101,N601Z,Zantop,0,"near Pique, OH",A1,USA,A.W. ,C
10/16/1965,10,1965,Douglas DC-7B,N824D,Eastern Air Lines,0,Charlotte-Do...,A1,USA,Douglas ,C
10/17/1965,10,1965,Douglas DC-3 Hiper,HK-118,Avianca,15,near Bucaramanga-...,A1,Colombia,Douglas ,C
10/17/1965,10,1965,Douglas C-47A (DC-3),VT-AUQ,Kalinga Airlines,8,near Mohanbari,A1,India,Douglas ,C
10/17/1965,10,1965,Douglas DC-6,N37519,United Airlines,0,Huntsville-M...,A1,USA,Douglas ,C
10/18/1965,10,1965,Boeing S.307B-1 Stratoliner,F-BELV,"CITCA, op.for ICSC",13,near Hanoi,C1,Vietnam,Boeing ,C
10/20/1965,10,1965,Douglas C-47A (DC-3),PI-C144,Philippine Air Lines,1,near Manila Airpo...,A1,Philippines,Douglas ,C
10/21/1965,10,1965,Learjet 23,N804LJ,Lear Jet,2,"near Jackson, MI",A1,USA,Learjet ,C
10/22/1965,10,1965,Fairchild C-119G Flying Boxcar,CP-19/OT-CAS,Belgian AF,8,Veckerhagen,A1,Germany,Fairchild ,M
10/23/1965,10,1965,Curtiss C-46A,PP-BTI,Paraense Transportes Aéreos,0,"near Vilhena, RO",A1,Brazil,Curtiss ,C
10/23/1965,10,1965,Curtiss C-46A,CB-45,Frigorífico Cooperativo Los Andes,0,La Paz,A1,Bolivia,Curtiss ,C
10/24/1965,10,1965,Douglas C-47A (DC-3),VT-CEI,Kalinga Airlines,0,Mohanbari Ai...,A2,India,Douglas ,C
10/26/1965,10,1965,Lockheed L-188A Electra,,National Airlines,0,Key West Int...,H2,USA,Lockheed ,C
10/27/1965,10,1965,Vickers 951 Vanguard,G-APEE,BEA,36,London Airpo...,A1,U.K.,Vickers ,C
10/28/1965,10,1965,Boeing EC-97G,53-0358,Air National Guard,0,Palmdale Air...,A1,USA,Boeing ,C
10/29/1965,10,1965,Douglas C-47A (DC-3),CP-645,Transportes Aéreos Acre,0,San Ramon,U1,Bolivia,Douglas ,C
10/29/1965,10,1965,Curtiss C-46D,N75296,Webair,0,Pouso Alegre...,A1,Brazil,Curtiss ,C
10/30/1965,10,1965,Fairchild C-123B Provider,56-4381,USAF,0,Tan Hiep Air...,A1,Vietnam,Fairchild ,M
11/2/1965,11,1965,Douglas C-47B (DC-3),316410,French AF,30,near Obock Airpor...,A1,Djibouti,Douglas ,M
11/3/1965,11,1965,Douglas C-54G (DC-4),TC-48,Argentine AF,68,near Puerto Limon,A1,Costa Rica,Douglas ,M
11/4/1965,11,1965,Consolidated PBY-5A Catalina,HK-811,Aeropesca Colombia,2,near El Encanto,A1,Colombia,Consolidated ,C
11/7/1965,11,1965,Lockheed P2V-5 Neptune,0414/2-P-107,Argentine Navy,11,near Terra de Are...,A1,Brazil,Lockheed ,M
11/8/1965,11,1965,Douglas C-47 (DC-3),HK-1202,Taxi Aéreo Opita - TAO,26,Canón del Pa...,A1,Colombia,Douglas ,C
11/8/1965,11,1965,Douglas C-54D (DC-4),N-605,Danish AF,0,near Hesselø [Kat...,A1,Atlantic Ocean,Douglas ,M
11/8/1965,11,1965,Boeing 727-23,N1996,American Airlines,58,near Cincinnati-G...,A1,USA,Boeing ,C
11/9/1965,11,1965,Douglas C-47A (DC-3),N52,FAA,0,"Coraopolis, PA",A1,USA,Douglas ,C
11/10/1965,11,1965,Tupolev Tu-124V,CCCP-45086,"Aeroflot, Northern",32,near Murmansk Air...,A1,Russia,Tupolev ,C
11/11/1965,11,1965,Boeing 727-22,N7030U,United Airlines,43,Salt Lake Ci...,A1,USA,Boeing ,C
11/12/1965,11,1965,Douglas C-47A (DC-3),T.3-39,Spanish AF,0,,U1,Unknown country,Douglas ,M
11/14/1965,11,1965,Learjet 23,N243F,"Flying Tiger Line, op.for Paul Kelly Flying Service",8,near Palm Springs...,A1,USA,Learjet ,C
11/16/1965,11,1965,Antonov An-2,CCCP-01189,"Aeroflot, Yakutsk",0,Ust-Maya Air...,A1,Russia,Antonov ,C
11/16/1965,11,1965,Douglas C-47A (DC-3),H-060,Turkish AF,9,near Ankara-Etime...,A1,Turkey,Douglas ,M
11/16/1965,11,1965,DH-106 Comet 4B,G-APMF,BEA,0,Malta-Luqa A...,A2,Malta,De Havilland,C
11/17/1965,11,1965,DC-8,,National Airlines,0,New Orleans-...,H2,USA,Douglas Aircraft Company,C
11/18/1965,11,1965,Fairchild C-123B Provider,538,Air America,0,Sayaboury Ai...,A1,Laos,Fairchild ,C
11/21/1965,11,1965,Fairchild C-123B Provider,55-4530,USAF,0,near Da Nang Airp...,A1,Vietnam,Fairchild ,M
11/23/1965,11,1965,Curtiss C-46R,N1210W,Associated Aviation Ind.,5,near Urrao,A1,Colombia,Curtiss ,C
11/25/1965,11,1965,Douglas DC-8-54F,N8784R,Trans Caribbean Airways,0,Miami Intern...,O1,USA,Douglas ,C
11/26/1965,11,1965,Vickers 806 Viscount,G-APEY,BEA,0,Jersey-State...,A2,U.K.,Vickers ,C
11/26/1965,11,1965,Vickers 953 Vanguard,G-APEL,BEA,0,Belfast Inte...,A2,U.K.,Vickers ,C
11/27/1965,11,1965,Douglas DC-3A,N485,Edde Airlines,13,near Salt Lake Ci...,A1,USA,Douglas ,C
11/29/1965,11,1965,Fairchild C-123K Provider,54-651,USAF,0,South Vietnam,C1,Vietnam,Fairchild ,M
12/4/1965,12,1965,Boeing 707-131B,N748TW,TWA,0,"New York, NY",A2,USA,Boeing ,C
12/4/1965,12,1965,Lockheed L-1049C Super Constellatio,N6218C,Eastern Air Lines,4,"North Salem, NY",A1,USA,Lockheed ,C
12/5/1965,12,1965,Douglas LC-47H,17107,US Navy,0,Horlick Moun...,A1,Antarctica,Douglas ,M
12/7/1965,12,1965,Douglas C-47A (DC-3),EC-ARZ,Spantax,32,El Ortigal d...,A1,Spain,Douglas ,C
12/7/1965,12,1965,Curtiss C-46A,LV-JMC,Aerolineas Carreras,7,near Panama City-...,A1,Panama,Curtiss ,C
12/8/1965,12,1965,Lockheed C-130A Hercules,56-0502,USAF,0,Chu Lai Air ...,A1,Vietnam,Lockheed ,M
12/8/1965,12,1965,Avro Shackleton MR.3,XF704,RAF,2,near Forres-Kinlo...,A1,U.K.,Avro ,M
12/10/1965,12,1965,U-1A Otter (DHC-3),,US Army,1,"near Anchorage, AK",A1,USA,De Havilland Canada,M
12/10/1965,12,1965,Lockheed P-2H Neptune,147960,US Navy,1,near Brunswick NA...,A1,Atlantic Ocean,Lockheed ,M
12/11/1965,12,1965,DH-114 Heron 1B,VQ-FAL,Fiji Airways,0,Ura Airstrip,A1,Fiji,De Havilland,C
12/11/1965,12,1965,Fairchild C-123B Provider,56-4376,USAF,85,near Tuy Hoa,A1,Vietnam,Fairchild ,M
12/12/1965,12,1965,Learjet 23,D-IHAQ,private,1,Zürich-Klote...,A1,Switzerland,Learjet ,C
12/12/1965,12,1965,Lockheed C-130A Hercules,56-0515,USAF,6,Bitburg Air ...,A1,Germany,Lockheed ,M
12/15/1965,12,1965,Lockheed L-1049H Super Constellatio,N6914C,Flying Tiger Line,3,"near Alamosa, CO",A1,USA,Lockheed ,C
12/15/1965,12,1965,Fairchild C-123J Provider,54-647,Air National Guard,5,near Cape Romanzo...,A1,USA,Fairchild ,C
12/15/1965,12,1965,Douglas C-47B (DC-3),T.3-21,Spanish AF,0,,U1,Spain,Douglas ,M
12/16/1965,12,1965,Douglas DC-3A,PI-C856,Air Manila Int.,2,near Legaspi Airp...,A1,Philippines,Douglas ,C
12/17/1965,12,1965,Douglas C-47B (DC-3),G-AMWX,Skyways Coach Air,0,Le Tréport,A1,France,Douglas ,C
12/17/1965,12,1965,Douglas AC-47D,43-49492,USAF,9,between Tan ...,C1,Vietnam,Douglas ,M
12/19/1965,12,1965,Curtiss C-46A,PP-LDQ,VASP,0,"Salvador, BA",A1,Brazil,Curtiss ,C
12/20/1965,12,1965,Lockheed C-130E Hercules,62-1843,USAF,5,near Tuy Hoa (TBB),A1,Vietnam,Lockheed ,M
12/23/1965,12,1965,Ilyushin Il-18B,CCCP-75688,"Aeroflot, Moscow",0,Magadan,A1,Russia,Ilyushin ,C
12/24/1965,12,1965,Douglas AC-47D,45-1120,USAF,6,near Ban Solou,A1,Laos,Douglas ,M
12/24/1965,12,1965,Curtiss C-46,,Unknown,0,near Tuluá,A1,Colombia,Curtiss ,C
12/25/1965,12,1965,Douglas DC-8-33,JA8006,JAL,0,near San Fransisc...,A2,USA,Douglas ,C
12/31/1965,12,1965,unknown,,Aeroflot,1,,H2,Unknown country,Unknown,C
??-???-1965,,1965,DH-114 Heron 2D,CR802,Ceylon AF,0,,U1,Unknown country,De Havilland,M
??-???-1965,,1965,CV-2B Caribou (DHC-4),62-4148,US Army,0,Shau Valley,A1,Vietnam,De Havilland Canada,M
??-???-1965,,1965,Ilyushin Il-14T,,Egyptian AF,0,,C1,Unknown country,Ilyushin ,M
1/1/1966,1,1966,Douglas C-47A (DC-3),PK-GDE,Garuda,17,near Palembang,A1,Indonesia,Douglas ,C
1/1/1966,1,1966,Douglas C-47A (DC-3),PK-GDU,Garuda,17,near Palembang,A1,Indonesia,Douglas ,C
1/1/1966,1,1966,Ilyushin Il-14P,CCCP-61618,"Aeroflot, Magadan",23,near Petropavlovs...,A1,Russia,Ilyushin ,C
1/4/1966,1,1966,Fairchild C-123B Provider,56-4369,USAF,0,Tanh Linh Ai...,A1,Vietnam,Fairchild ,M
1/4/1966,1,1966,Douglas C-47B (DC-3),XA+118,German AF,0,Hopsten Air ...,A1,Germany,Douglas ,M
1/6/1966,1,1966,Lockheed C-130B Hercules,61-0972,USAF,5,near Pleiku Airpo...,C1,Vietnam,Lockheed ,M
1/6/1966,1,1966,Antonov An-2T,5212,Polish AF,0,,A1,Unknown country,Antonov ,M
1/8/1966,1,1966,Fairchild C-119C Flying Boxcar,51-2611,USAF,3,"near Scranton, PA",A1,USA,Fairchild ,M
1/9/1966,1,1966,Lockheed C-130B Hercules,61-0970,USAF,0,An Khe,A1,Vietnam,Lockheed ,M
1/9/1966,1,1966,Fairchild C-123B Provider,54-676,USAF,0,near Saigon,A1,Vietnam,Fairchild ,M
1/9/1966,1,1966,Douglas C-47 (DC-3),FAC-675,SATENA,11,near Chipaque,A1,Colombia,Douglas ,C
1/9/1966,1,1966,Grumman HU-16A Albatross,11021,Republic of China AF,0,Taiwan Strait,C1,Taiwan,Grumman ,M
1/13/1966,1,1966,Fairchild C-123B Provider,55-4519,USAF,6,An Khe,A1,Vietnam,Fairchild ,M
1/13/1966,1,1966,Douglas C-47A (DC-3),42-93090,USAF,6,Mount Helmos,A1,Greece,Douglas ,M
1/14/1966,1,1966,Douglas C-47A (DC-3),B-929,Air America,0,near Vi Thanh,C1,Vietnam,Douglas ,C
1/14/1966,1,1966,Tupolev Tu-134,CCCP-45076,Tupolev,8,near Chkalovsky,A1,Russia,Tupolev ,C
1/14/1966,1,1966,Douglas C-54B (DC-4),HK-730,Avianca,56,near Cartagena-Cr...,A1,Colombia,Douglas ,C
1/14/1966,1,1966,Antonov An-2,CCCP-02185,"Aeroflot, Uzbekistan",11,"near Shamurat, Nu...",A1,Uzbekistan,Antonov ,C
1/17/1966,1,1966,Boeing KC-135A,61-0273,USAF,4,Palomares,A1,Spain,Boeing ,M
1/20/1966,1,1966,Douglas R4D-1 (DC-3),TL-KAA,Central African Republic AF,3,between Doua...,A1,Cameroon,Douglas ,M
1/22/1966,1,1966,Douglas C-47 (DC-3),4262,COHATA,30,near Duchity,A1,Haiti,Douglas ,C
1/24/1966,1,1966,Boeing 707-437,VT-DMN,Air-India,117,Mont Blanc,A1,France,Boeing ,C
1/25/1966,1,1966,Fairchild C-123K Provider,54-702,USAF,46,near An Khe,A1,Vietnam,Fairchild ,M
1/26/1966,1,1966,Lockheed L-1049G Super Constellatio,N7115C,TWA,0,New York-Joh...,A1,USA,Lockheed ,C
1/27/1966,1,1966,Curtiss C-46A,LV-GFW,Aerovías Halcón,0,"near Río Cuarto, CD",A1,Argentina,Curtiss ,C
1/27/1966,1,1966,Lockheed EC-121M Super Constellatio,135751,US Navy,0,Atsugi NAS (...,O1,Japan,Lockheed ,M
1/28/1966,1,1966,Convair CV-440-0,D-ACAT,Lufthansa,46,near Bremen Airpo...,A1,Germany,Convair ,C
1/30/1966,1,1966,Antonov An-2R,CCCP-02851,"Aeroflot, Kirovograd Flight School",1,near Bolshaya Viska,A1,Ukraine,Antonov ,C
2/1/1966,2,1966,Lockheed KC-130F Hercules,149809,USMC,6,"near Dong Hoi, Vi...",C1,Pacific Ocean,Lockheed ,C
2/2/1966,2,1966,Douglas LC-47J,50832,US Navy,6,Ross Ice Shelf,A1,Antarctica,Douglas ,M
2/2/1966,2,1966,Antonov An-24V,SU-AOB,UAA,0,Luxor,A1,Egypt,Antonov ,C
2/3/1966,2,1966,Fairchild C-123B Provider,55-4537,USAF,4,near Khe Sanh,C1,Vietnam,Fairchild ,M
2/4/1966,2,1966,Boeing 727-81,JA8302,All Nippon,133,near Tokyo-Haneda...,A1,Japan,Boeing ,C
2/7/1966,2,1966,Fokker F-27 Friendship 200,PH-SAB,"Schreiner Airways, op.for Indian Airlines",37,Banihall Pass,A1,India,Fokker ,C
2/12/1966,2,1966,Douglas C-124C Globemaster II,52-0980,USAF,8,near Granada,A1,Spain,Douglas ,M
2/15/1966,2,1966,SE-210 Caravelle VI-N,VT-DPP,Indian Airlines,2,Delhi-Palam ...,A1,India,Sud Aviation,C
2/15/1966,2,1966,Shijiazhuang Y-5,18152,CAAC,0,Gansu Province,A1,China,Shijiazhuang ,C
2/16/1966,2,1966,Ilyushin Il-14M,CCCP-52058,"Aeroflot, Komi",26,near Pechora,A1,Russia,Ilyushin ,C
2/17/1966,2,1966,Tupolev Tu-114D,CCCP-76491,"Aeroflot, International",21,Moskva-Shere...,A1,Russia,Tupolev ,C
2/18/1966,2,1966,Douglas DC-6B,OO-ABG,BIAS,4,near Milan-Malpensa,A1,Italy,Douglas ,C
2/22/1966,2,1966,Curtiss C-46D,XA-LOS,Aerocarga Especializada,0,,A1,Mexico,Curtiss ,C
2/23/1966,2,1966,Curtiss C-46D,OB-R-606,Trans-Peruana,3,near Rioja,A1,Peru,Curtiss ,C
2/23/1966,2,1966,Douglas C-47D (DC-3),43-48297,USAF,0,,A1,Unknown country,Douglas ,M
2/24/1966,2,1966,Hawker Siddeley DH-125-1A,N1135K,Kewitt Construction Company,0,Des Moines A...,A1,USA,Hawker ,C
2/26/1966,2,1966,Antonov An-2,CCCP-79910,"Aeroflot, Far East",3,Mys Nalycheva,A1,Russia,Antonov ,C
3/1/1966,3,1966,Douglas DC-7B,HC-AIP,AREA Ecuador,0,"Miami, FL",A1,USA,Douglas ,C
3/2/1966,3,1966,Antonov An-2,CCCP-79860,"Aeroflot, Far East",2,near Golubichnoye...,A1,Russia,Antonov ,C
3/4/1966,3,1966,Douglas DC-8-43,CF-CPK,Canadian Pacific,64,Tokyo-Haneda...,A1,Japan,Douglas ,C
3/5/1966,3,1966,Boeing 707-436,G-APFE,BOAC,124,Mount Fuji,A1,Japan,Boeing ,C
3/6/1966,3,1966,Lockheed L-1049 Super Constellation,N6901C,LAPA,0,near Callao,A1,Peru,Lockheed ,C
3/6/1966,3,1966,Curtiss C-46A,SE-CFG,"Transair Sweden, op.for UN",0,Bunia Airpor...,A1,D.R. Congo,Curtiss ,C
3/9/1966,3,1966,Douglas AC-47D,44-76290,USAF,0,near A Shau Speci...,C1,Vietnam,Douglas ,M
3/10/1966,3,1966,Douglas DC-6A,OD-AEL,TMA,5,Mt Parnon,A1,Greece,Douglas ,C
3/13/1966,3,1966,Douglas AC-47D,43-49268,USAF,7,near A Roh,C1,Vietnam,Douglas ,M
3/14/1966,3,1966,Grumman HU-16B Albatross,51-071,USAF,2,near Haiphong,C1,Vietnam,Grumman ,M
