date,Month,Year,type,registration,operator,Fatalities,location,cat,Country,Manufacturer,Military / Commercial
2/22/2005,2,2005,CASA/Nurtanio NC-212 Aviocar,P-2032,Indonesian Police,15,near Sarmi Airpor...,A1,Indonesia,CASA ,M
2/22/2005,2,2005,Convair CV-580,FAB-73,TAM,0,Trinidad Air...,A1,Bolivia,Convair ,C
2/23/2005,2,2005,DHC-6 Twin Otter 300,PK-LTY,GT Air,0,Enarotali Ai...,A2,Indonesia,De Havilland Canada,C
2/24/2005,2,2005,IAI 1124 Westwind,XC-COL,Colima State Government,7,near El Devanador...,A1,Mexico,IAI ,C
2/24/2005,2,2005,CASA C-212 Aviocar 200,,Zimbabwe AF,2,Harare Airpo...,A1,Zimbabwe,CASA ,M
2/27/2005,2,2005,Beech 200 Super King Air,N988SC,Trust Aviation,0,near Aguachina,A1,Colombia,Beech ,C
??-FEB-2005,2,2005,Hawker Siddeley HS-780 Andover CC.2,9XR-AB,African Commuter Services,0,Old Fangak,A1,South Sudan,Hawker ,C
3/4/2005,3,2005,Antonov An-24B,EY-46399,Trans Air Congo,0,Impfondo Air...,A1,Congo,Antonov ,C
3/7/2005,3,2005,Airbus A310-304ET,F-OJHH,Mahan Air,0,Tehran-Mehra...,A2,Iran,Airbus ,C
3/8/2005,3,2005,Cessna 500 Citation I,YV-21CP,Air Global,2,Charallave-Ó...,A1,Venezuela,Cessna ,C
3/8/2005,3,2005,Antonov An-2TP,YV-280C,Transmandu,2,near La Paragua,A1,Venezuela,Antonov ,C
3/8/2005,3,2005,BAe-125-700A,N703TS,Hawker 700 Holding Co.,0,Teterboro Ai...,A1,USA,British Aerospace,C
3/9/2005,3,2005,Cessna 208B Grand Caravan,V3-HFW,Tropic Air,0,near Belize City ...,A1,Belize,Cessna ,C
3/9/2005,3,2005,Canadair Challenger 600,N660RM,Romeo Mike Aviation Comp.,0,Tupelo-Regio...,A2,USA,Canadair ,C
3/11/2005,3,2005,Canadair CRJ-440LR,N8932C,"Pinnacle Airlines, op.for Northwest Airlink",0,Milwaukee-Ge...,A2,USA,Canadair ,C
3/15/2005,3,2005,BN-2B-26 Islander,G-BOMG,Loganair,2,near Campbeltown-...,A1,U.K.,Britten-Norman,C
3/15/2005,3,2005,Antonov An-26B-100,OB-1778-P,ATSA,0,Lima-J Chave...,A2,Peru,Antonov ,C
3/16/2005,3,2005,Antonov An-24RV,RA-46489,"Kuzbassaviafrakht, op.for Regional Airlines",28,near Varandey Air...,A1,Russia,Antonov ,C
3/18/2005,3,2005,Canadair CL-415,I-DPCK,"Civil Protection Department, op.for SOREM",2,Forte dei Marmi,A1,Italy,Canadair ,C
3/19/2005,3,2005,Boeing 707-3K1C,9G-IRL,"Cargo Plus Aviation, op.for Ethiopian Airlines",0,Entebbe Airp...,A1,Uganda,Boeing ,C
3/19/2005,3,2005,Beech C99,C-FJMF,Courtesy Air,0,Winnipeg-Jam...,A2,Canada,Beech ,C
3/23/2005,3,2005,Ilyushin Il-76TD,ER-IBR,Airline Transport,8,near Mwanza Airpo...,A1,Tanzania,Ilyushin ,C
3/24/2005,3,2005,MD-88,EC-FLK,Iberia,0,Madrid-Baraj...,O1,Spain,McDonnell Douglas,C
3/25/2005,3,2005,Antonov An-2R,UR-17998,Mariupol'sky Metallurgical Combine,0,near Sakhanka,A1,Russia,Antonov ,C
3/26/2005,3,2005,Let L-410UVP-E,HK-4146,West Caribbean Airways,9,Providencia-...,A1,Colombia,Let ,C
3/28/2005,3,2005,Ilyushin Il-18D-40,CU-T1539,Aerocaribbean,0,Caracas-Simo...,A1,Venezuela,Ilyushin ,C
3/29/2005,3,2005,Cessna 208B Grand Caravan,PT-MPA,Penta,0,Itaituba-Faz...,A1,Brazil,Cessna ,C
3/29/2005,3,2005,Antonov An-2R,YV-2447P,Unknown,0,Papelón,A2,Venezuela,Antonov ,C
3/30/2005,3,2005,Swearingen SA227-AC Metro III,N811BC,IBC Airways,0,Miami-Dade C...,A1,USA,Swearingen ,C
3/31/2005,3,2005,Lockheed MC-130H Combat Talon II,87-0127,USAF,9,near Rovie,A1,Albania,Lockheed ,M
3/31/2005,3,2005,Antonov An-12B,UN-11007,"Irbis, op.for Air BAS Transportation",0,Mukalla-Al-R...,A1,Yemen,Antonov ,C
3/31/2005,3,2005,Antonov An-28,3C-ZZY,Gran Propeller,3,near Kampene,A1,D.R. Congo,Antonov ,C
4/7/2005,4,2005,Fokker F-28 Fellowship 4000,HC-CDA,ICARO,0,Coca Airport...,A1,Ecuador,Fokker ,C
4/12/2005,4,2005,DHC-6 Twin Otter 100,PK-LTZ,GT Air,17,near Enarotali,A1,Indonesia,De Havilland Canada,C
4/18/2005,4,2005,Beech B200 Catpass 250,OB-1700,Aero Condor,0,near Lima-Jorge C...,A1,Peru,Beech ,C
4/20/2005,4,2005,Boeing 707-3J9C,EP-SHE,Saha Air,3,Tehran-Mehra...,A1,Iran,Boeing ,C
4/20/2005,4,2005,Lockheed P-3B Orion,N926AU,Aero Union,3,"near Chico, CA",A1,USA,Lockheed ,C
4/21/2005,4,2005,DHC-6 Twin Otter 300,DQ-FIE,Sun Air Pacific,0,Savusavu Air...,A2,Fiji,De Havilland Canada,C
4/21/2005,4,2005,Embraer EMB-110P2 Bandeirante,DQ-AFP,Air Fiji,0,Savusavu Air...,A1,Fiji,Embraer ,C
4/24/2005,4,2005,Antonov An-2,,Ulyanovsk ROSTO,0,Bagay-Barano...,A1,Russia,Antonov ,C
4/25/2005,4,2005,Antonov An-12BP,UN-11003,ATMA Airlines,0,Kabul Airpor...,A1,Afghanistan,Antonov ,C
4/25/2005,4,2005,Antonov An-2R,RA-40490,Aviakhim,0,near Verkhnyaya K...,A1,Russia,Antonov ,C
4/28/2005,4,2005,Let L-410UVP,EP-830,Peruvian Army,13,near Pisco,A1,Peru,Let ,M
5/1/2005,5,2005,DHC-8-103,LN-WIK,Widerøes Flyveselskap,0,Hammerfest A...,A1,Norway,De Havilland Canada,C
5/2/2005,5,2005,Swearingen SA227-AC Metro III,ZK-POA,Airwork NZ,2,near Stratford,A1,New Zealand,Swearingen ,C
5/5/2005,5,2005,Antonov An-26B,EK-26060,"Aeroworld, op.for Kisangani Airlift",10,near Kisangani,A1,D.R. Congo,Antonov ,C
5/5/2005,5,2005,DC-9-31,N960N,Northwest Airlines,0,Minneapolis-...,O1,USA,Douglas Aircraft Company,C
5/6/2005,5,2005,Swearingen SA227-AC Metro III,C6-REX,Western Air,0,Nassau Inter...,A2,Bahamas,Swearingen ,C
5/7/2005,5,2005,Swearingen SA227-DC Metro 23,VH-TFU,"Transair Australia, op.for Aero-Tropics",15,near Lockhart Riv...,A1,Australia,Swearingen ,C
5/9/2005,5,2005,Rockwell Sabreliner 80,N972NR,Compass Acquisitions,0,Brownwood Ai...,A2,USA,Rockwell ,C
5/10/2005,5,2005,DC-9-51,N763NC,Northwest Airlines,0,Minneapolis-...,A1,USA,Douglas Aircraft Company,C
5/10/2005,5,2005,Airbus A319-114,N368NB,Northwest Airlines,0,Minneapolis-...,A2,USA,Airbus ,C
5/10/2005,5,2005,Swearingen SA226-TC Metro II,C-FKEX,Perimeter Aviation,0,Thompson Air...,A1,Canada,Swearingen ,C
5/11/2005,5,2005,Antonov An-2,UR-84559,Bosfor,2,Kolyadinets,A1,Ukraine,Antonov ,C
5/15/2005,5,2005,Cessna 525A CitationJet CJ2,OY-JET,Weibel Scientific,0,Atlantic Cit...,A2,USA,Cessna ,C
5/16/2005,5,2005,BN-2A-26 Islander,C6-ASA,Flamingo Air Charter,0,near Exuma Intern...,A1,Bahamas,Britten-Norman,C
5/18/2005,5,2005,Harbin Yunshuji Y-12 II,AF-216,Zambian Air Force,13,near Mongu Airpor...,A1,Zambia,Harbin ,M
5/18/2005,5,2005,Airbus A320-211,JY-JAR,"Jordan Aviation, op.for LTE International Airways",0,Leeds/Bradfo...,A2,U.K.,Airbus ,C
5/20/2005,5,2005,Dassault Falcon 20C,RA-09007,Jet 2000,0,Moskva-Shere...,A1,Russia,Dassault ,C
5/22/2005,5,2005,Boeing 767-31KER,C-GLMC,Skyservice Airlines,0,Punta Cana A...,A2,Dominican Rep.,Boeing ,C
5/24/2005,5,2005,Beech 300 King Air 350,YV-783CP,Polar Agroservicios/Transpolar Company,2,Caracas,A1,Venezuela,Beech ,C
5/25/2005,5,2005,Antonov An-12BP,9Q-CVG,Victoria Air,27,near Biega,A1,D.R. Congo,Antonov ,C
6/2/2005,6,2005,Antonov An-24B,ST-WAL,"al-Majal Company, op.for Marsland Aviation",7,Khartoum-Civ...,A1,Sudan,Antonov ,C
6/2/2005,6,2005,Let L-410UVP-E3,TG-TAG,TAG,0,near Zacapa Airport,A1,Guatemala,Let ,C
6/4/2005,6,2005,DHC-6 Twin Otter 200,N3434,AerOhio,0,"near Rittman, OH",A1,USA,De Havilland Canada,C
6/6/2005,6,2005,Douglas DC-3A,HK-3462,TARI,0,near Miraflores A...,A1,Colombia,Douglas ,C
6/7/2005,6,2005,MD-11F,N250UP,UPS,0,Louisville-S...,A2,USA,McDonnell Douglas,C
6/8/2005,6,2005,Saab 340A,N40SZ,"United Express, opb Shuttle America",0,Washington-D...,A1,USA,Saab ,C
6/10/2005,6,2005,Hawker Siddeley HS-780 Andover C.1,5Y-SFE,748 Air Services,0,Lokichoggio ...,A1,Kenya,Hawker ,C
6/10/2005,6,2005,Lockheed L-100-30 Hercules,S9-BAS,"UN, opb Transafrik",0,Lokichoggio ...,A1,Kenya,Lockheed ,C
6/12/2005,6,2005,Boeing 727-2M7,5N-BCF,Chanchangi Airlines,0,Lagos-Murtal...,A2,Nigeria,Boeing ,C
6/13/2005,6,2005,Douglas Super R4D-8 (DC-3S),N3906J,Air Pony Express,0,near Fort Lauderd...,A1,USA,Douglas ,C
6/13/2005,6,2005,Beech 200 Super King Air,YV-2834P,Private,0,Caracas-Simó...,A2,Venezuela,Beech ,C
6/15/2005,6,2005,Dornier Do 28D-2 Skyservant,YV-664CP,Revemin-Bonanza Mining,0,near El Callao,A1,Venezuela,Dornier ,C
6/19/2005,6,2005,Douglas C-47B (DC-3),9Q-CWI,Wimbi Dira Airways,0,Kalima Airpo...,A1,D.R. Congo,Douglas ,C
6/19/2005,6,2005,Boeing 707-347C,C5-MBM,Mahfooz Aviation,0,Addis Ababa-...,A1,Ethiopia,Boeing ,C
6/24/2005,6,2005,DHC-3T Vazar Turbine Otter,C-FXUY,Air Tindi,0,Yellowknife ...,A1,Canada,De Havilland Canada,C
6/27/2005,6,2005,Boeing 737-2K5,C6-BFM,Bahamasair,0,Nassau Inter...,A2,Bahamas,Boeing ,C
6/28/2005,6,2005,Cessna 208 Caravan I,N9324F,Air Serv International,0,Matemo Airport,A1,Mozambique,Cessna ,C
6/29/2005,6,2005,Fokker 100,5N-COO,IRS Airlines,0,Lagos-Murtal...,A2,Nigeria,Fokker ,C
6/29/2005,6,2005,Antonov An-26,9Q-CAW,"Volga Atlantic Airlines, op.for Mango Airlines",0,Goma Airport...,A1,D.R. Congo,Antonov ,C
6/30/2005,6,2005,Dornier 228-201,9N-AEO,Gorkha Airlines,0,Lukla Airpor...,A1,Nepal,Dornier ,C
??-JUN-2005,6,2005,Hawker Siddeley HS-780 Andover C.1,9Q-CVK,Aero Service Corp.,0,near Kapoeta Airport,A1,South Sudan,Hawker ,C
7/1/2005,7,2005,DC-10-30ER,S2-ADN,Biman Bangladesh,0,Chittagong-S...,A1,Bangladesh,Douglas Aircraft Company,C
7/15/2005,7,2005,Learjet 35A,N620JM,Aspen Aviation,0,Vail-Eagle C...,A1,USA,Learjet ,C
7/16/2005,7,2005,Antonov An-24B,3C-VQR,Equatorial Express Airlines,60,near Baney,A1,Eq. Guinea,Antonov ,C
7/17/2005,7,2005,Cessna 525 CitationJet,N13FH,Hertrich Aviation,0,Old Bridge A...,A1,USA,Cessna ,C
7/19/2005,7,2005,Yakovlev Yak-40,RP-C2803,Interisland Airlines,0,Caticlan-Mal...,A1,Philippines,Yakovlev ,C
7/21/2005,7,2005,IPTN/CASA CN-235M-10,A-2301,Indonesian AF,3,Lhokseumawe-...,A1,Indonesia,IPTN/CASA ,M
7/22/2005,7,2005,Cessna 208B Grand Caravan,N717BT,CorpJet/Baltimore Air Transport,0,near Globe-San Ca...,A1,USA,Cessna ,C
7/26/2005,7,2005,Cessna 208B Grand Caravan,TG-APG,Aéreo Ruta Maya,2,near Hierba Buena,A1,Guatemala,Cessna ,C
7/28/2005,7,2005,Beech 200 Super King Air,C-FCGL,Northern Thunderbird Air,2,near Shovelnose C...,A1,Canada,Beech ,C
8/1/2005,8,2005,Canadair CL-415,F-ZBEO,Securité Civile,2,near Calvi,A1,France,Canadair ,C
8/2/2005,8,2005,Airbus A340-313X,F-GLZQ,Air France,0,Toronto-Pear...,A1,Canada,Airbus ,C
8/4/2005,8,2005,DHC-3 Otter,C-FQEI,Air Nootka,0,Louie Lagoon...,A2,Canada,De Havilland Canada,C
8/4/2005,8,2005,DHC-3 Otter,C-FQEI,Air Nootka,0,Louis Lagoon...,A2,Canada,De Havilland Canada,C
8/6/2005,8,2005,ATR 72-202,TS-LBB,Tuninter,16,near Palermo-Punt...,A1,Italy,ATR ,C
8/8/2005,8,2005,Antonov An-12BP,T-300,Angolan AF,0,Luena Airpor...,A1,Angola,Antonov ,M
8/9/2005,8,2005,Antonov An-26,,Yemen AF,1,near Mukalla,A1,Yemen,Antonov ,M
8/12/2005,8,2005,HESA IrAn-140,EP-SFD,Safiran Airlines,0,Arak Airport...,A1,Iran,HESA ,C
8/14/2005,8,2005,Boeing 737-31S,5B-DBY,Helios Airways,121,near Grammatikos,A1,Greece,Boeing ,C
8/14/2005,8,2005,Dornier Do 28D-2 Skyservant,YV-740C,Linea Aéreo-Taxi Wayumi,1,near Puerto Ayacu...,A1,Venezuela,Dornier ,C
8/15/2005,8,2005,Grumman C-2A Greyhound,162178,US Navy,0,Norfolk NAS ...,A2,USA,Grumman ,M
8/16/2005,8,2005,DC-9-82 (MD-82),HK-4374X,West Caribbean Airways,160,near Machiques,A1,Venezuela,McDonnell Douglas,C
8/19/2005,8,2005,Boeing 747-251B,N627US,Northwest Airlines,0,Guam-A.B. Wo...,A1,Guam,Boeing ,C
8/19/2005,8,2005,Cessna 208 Caravan I,C-GUAY,Guay,0,"Rapid Lake, QC",A2,Canada,Cessna ,C
8/21/2005,8,2005,BN-2B-27 Islander,ZS-PCJ,private,0,near Durban-Virgi...,A1,South Africa,Britten-Norman,C
8/23/2005,8,2005,Boeing 737-244,OB-1809-P,TANS,40,near Pucallpa-Cap...,A1,Peru,Boeing ,C
8/25/2005,8,2005,Cessna 208 Caravan I,N208CP,Country Flyin,0,Deerfield Be...,O1,USA,Cessna ,C
8/29/2005,8,2005,DHC-8-202Q Dash 8,N363PH,Horizon Air,0,Portland Int...,A2,USA,De Havilland Canada,C
8/29/2005,8,2005,Airbus A330-223,N855NW,Northwest Airlines,0,Portland Int...,A2,USA,Airbus ,C
9/1/2005,9,2005,Dassault Falcon 20D,N821AA,USA Jet Airlines,0,Lorain Count...,A1,USA,Dassault ,C
9/2/2005,9,2005,Antonov An-2TP,SP-ANA,Aeroklub Ziemi Lubuskiej,0,near Zielona Góra,A1,Poland,Antonov ,C
9/4/2005,9,2005,Antonov An-2R,RA-00901,ROSTO Polyot,3,near Ekimchan,A1,Russia,Antonov ,C
9/5/2005,9,2005,Boeing 737-230,PK-RIM,Mandala Airlines,149,Medan-Poloni...,A1,Indonesia,Boeing ,C
9/5/2005,9,2005,Antonov An-26B,ER-AZT,"Aerocom, op.for Galaxy Incorporation",11,near Isiro-Matari...,A1,D.R. Congo,Antonov ,C
9/8/2005,9,2005,DHC-6 Twin Otter 300,9Q-CBO,TMK Air Commuter,0,Murambi,A1,D.R. Congo,De Havilland Canada,C
9/9/2005,9,2005,BN-2B-20 Islander,PK-VIA,Dirgantara Air Services,0,Samarinda,A1,Indonesia,Britten-Norman,C
9/9/2005,9,2005,Antonov An-26B,9Q-CFD,Air Kasai,13,near Brazzaville,A1,Congo,Antonov ,C
9/9/2005,9,2005,Cessna 501 Citation I/SP,I-AROM,"Unifly, op.for Aeroitalia",0,Roma-Ciampin...,A1,Italy,Cessna ,C
9/11/2005,9,2005,NAMC YS-11-500R,HS-KVO,Phuket Airlines,0,Mae Sot Airp...,A1,Thailand,NAMC ,C
9/12/2005,9,2005,DHC-8-301,HK-4030X,AIRES Colombia,0,Bogotá-Eldor...,H2,Colombia,De Havilland Canada,C
9/13/2005,9,2005,Learjet 25B,N252BK,Barkin International Aviation,0,Cedar Rapids...,A1,USA,Learjet ,C
9/16/2005,9,2005,Cessna 525 CitationJet,PT-WLX,Viação Cometa,2,Alto da Boa ...,A1,Brazil,Cessna ,C
9/18/2005,9,2005,Airbus A321-231,N583NK,Spirit Airlines,0,Fort Lauderd...,A2,USA,Airbus ,C
9/19/2005,9,2005,Swearingen SA227-AC Metro III,PH-DYM,Dynamic Air,0,Rotterdam Ai...,A1,Netherlands,Swearingen ,C
9/21/2005,9,2005,Antonov An-2,,Panafrican Airways,2,near Bukavu,A1,D.R. Congo,Antonov ,C
9/24/2005,9,2005,Boeing E-8C (707),96-0042,USAF,0,Lake Charles...,O2,USA,Boeing ,M
9/26/2005,9,2005,Grumman G-159 Gulfstream I,YV1020,Unknown,0,near San Andrés,O1,Colombia,Grumman ,C
9/26/2005,9,2005,Grumman American G-1159 Gulfstream,N435GM,"Reaud, Morgan & Quinn Inc",0,Beaumont Mun...,O1,USA,Grumman ,C
9/26/2005,9,2005,DHC-3T/M601 Turbine Otter,C-GKYG,Alkan Air,0,"May Creek, YT",A2,Canada,De Havilland Canada,C
9/30/2005,9,2005,Cessna 550 Citation II,N77ND,University of North Dakota,0,"near Fort Yukon, AK",A1,USA,Cessna ,C
10/4/2005,10,2005,Antonov An-12,9Q-CWC,Wimbi Dira Airways,2,Aru Airport,A1,D.R. Congo,Antonov ,C
10/6/2005,10,2005,Cessna 208B Super Cargomaster,C-FEXS,"FedEx, opb Morningstar Air Express",1,near Winnipeg Air...,A1,Canada,Cessna ,C
10/7/2005,10,2005,DHC-8-311Q Dash 8,G-BRYW,British Airways Citiexpress,0,Aberdeen-Dyc...,A2,U.K.,De Havilland Canada,C
10/9/2005,10,2005,CASA C-212 Aviocar 100,T.12B-29,Spanish AF,0,Gerona-Costa...,A1,Spain,CASA ,M
10/9/2005,10,2005,Cessna 208 Caravan I,PR-RTA,RICO,0,"Rio Negro, AM",A1,Brazil,Cessna ,C
10/9/2005,10,2005,Boeing 737-4Q8,VT-SID,Sahara Airlines,0,Mumbai-Chhat...,A1,India,Boeing ,C
10/12/2005,10,2005,Beech 99A,C-GZAM,Air Mikisew,0,Lac La Biche...,A2,Canada,Beech ,C
10/16/2005,10,2005,Beech 1900D,N144ZV,"Air Midwest, op.for US Airways Express",0,Ogdensburg A...,A2,USA,Beech ,C
10/18/2005,10,2005,Cessna 208B Super Cargomaster,N978FE,"FedEx, op.for Baron Aviation",0,"near Round Rock, TX",A1,USA,Cessna ,C
10/19/2005,10,2005,Antonov An-2R,RA-40943,Naryan-Mar Air Enterprise,0,near Labozhskoe,A1,Russia,Antonov ,C
10/22/2005,10,2005,Boeing 737-2L9,5N-BFN,Bellview Airlines,117,Lisa Village...,A1,Nigeria,Boeing ,C
10/22/2005,10,2005,BN-2A Trislander Mk.III-3,XA-TYU,Aerolamsa,0,Playa del Ca...,O2,Mexico,Britten-Norman,C
10/22/2005,10,2005,Let L-410UVP,XA-TAU,Aero Ferinco,0,Playa del Ca...,O1,Mexico,Let ,C
10/23/2005,10,2005,Grumman G-73 Mallard,N611SS,US Distributors,0,Miami Seapla...,O1,USA,Grumman ,C
10/24/2005,10,2005,Cessna 208B Grand Caravan,N1263Y,Bering Air,0,"near Unalakleet, AK",A2,USA,Cessna ,C
10/24/2005,10,2005,Let L-410UVP,XA-SXX,Mayair,0,Fort Lauderd...,O1,USA,Let ,C
10/24/2005,10,2005,Boeing 727-277F,C-GACC,All Canada Express,0,Miami Intern...,O1,USA,Boeing ,C
10/24/2005,10,2005,Douglas DC-3A,N7500A,private,0,Opa-locka Ai...,O1,USA,Douglas ,C
10/24/2005,10,2005,Antonov An-2R,YV1108,Unknown,0,Fort Lauderd...,O1,USA,Antonov ,C
10/24/2005,10,2005,ATR 42-320,D4-CBH,TACV,0,Dakar-Yoff A...,A2,Senegal,ATR ,C
10/24/2005,10,2005,Boeing 727-231,N54344,ART 21631,0,Miami Intern...,O1,USA,Boeing ,C
10/24/2005,10,2005,Beech Beechjet 400A,N611PA,Suncoast Aviation,0,Boca Raton P...,O1,USA,Beech ,C
10/24/2005,10,2005,Cessna S550 Citation S/II,N224KC,Tri-state Executive Air,0,Boca Raton P...,O2,USA,Cessna ,C
10/24/2005,10,2005,Learjet 35,N435UJ,EHR Aviation,0,Boca Raton P...,O1,USA,Learjet ,C
10/24/2005,10,2005,Learjet 55,N110ET,Pontiac Aviation,0,Boca Raton P...,O1,USA,Learjet ,C
10/24/2005,10,2005,Lockheed L-1329-25 JetStar II,N375MD,GLE Aircraft,0,Fort Lauderd...,O1,USA,Lockheed ,M
10/26/2005,10,2005,Learjet 25D,N888DV,Best AeroNet Aviation,0,Sacramento-M...,A1,USA,Learjet ,C
10/30/2005,10,2005,Let L-410UVP-E19A,9A-BTA,Trade Air,3,near Bergamo-Orio...,A1,Italy,Let ,C
10/31/2005,10,2005,Boeing 727-22F,9Q-CPJ,MIBA Aviation,0,Kindu Airpor...,A1,D.R. Congo,Boeing ,C
11/4/2005,11,2005,PZL-Mielec M28-05 Skytruck,312,Vietnam People's Air Force,3,Dong Xuyen,A1,Vietnam,PZL-Mielec ,M
11/4/2005,11,2005,Antonov An-24RV,RA-46618,SAT Airlines,0,Yuzhno-Sakha...,A1,Russia,Antonov ,C
11/5/2005,11,2005,Cessna 500 Citation I,N505K,HCEA,2,Houston-Hobb...,A1,USA,Cessna ,C
11/7/2005,11,2005,Dornier 328JET-310,B-3971,Hainan Airlines,0,Korla Airpor...,A2,China,Dornier ,C
11/8/2005,11,2005,Embraer EMB-110P1 Bandeirante,N7801Q,AirNow,0,near Manchester M...,A1,USA,Embraer ,C
11/11/2005,11,2005,Ilyushin Il-76TD,4L-ZIL,"Global Georgian Airways, op.for Royal Airlines Cargo",8,Khak-e Shahidan,A1,Afghanistan,Ilyushin ,C
11/14/2005,11,2005,BAe-146-200,RP-C2995,Asian Spirit,0,Catarman-Nat...,A1,Philippines,British Aerospace,C
11/15/2005,11,2005,Cessna 208 Caravan I,N117SA,Shoreline Aviation,0,near South Hampto...,A2,USA,Cessna ,C
11/18/2005,11,2005,Antonov An-2TP,RA-02252,Polyarnye Avialinii,0,near Sangar,A1,Russia,Antonov ,C
11/18/2005,11,2005,BN-2A-21 Islander,V3-HFO,Blancaneaux Lodge,3,near Privacion Ai...,A1,Belize,Britten-Norman,C
11/19/2005,11,2005,Cessna 208B Grand Caravan,P4-OIN,Ivolga-Avia,8,near Stupino,A1,Russia,Cessna ,C
11/21/2005,11,2005,Xian Yunshuji Y-7-100C,XU-072,"PMT Air, lsf Royal Phnom Penh Airways",0,Ratanakiri-B...,A1,Cambodia,Xian ,C
11/23/2005,11,2005,Antonov An-2R,9A-BAD,Krila Kvarnera,0,Grobnik Airport,O2,Croatia,Antonov ,C
11/28/2005,11,2005,Beech 200 Super King Air,N73MW,private,2,Kaduna Airpo...,A1,Nigeria,Beech ,C
11/30/2005,11,2005,CASA/Nurtanio NC-212 Aviocar,PK-ZAI,Sabang Merauke Raya Air Charter,0,Sinabang-Las...,A2,Indonesia,CASA ,C
12/6/2005,12,2005,Lockheed C-130E Hercules,2417662,Iran AF,106,Tehran,A1,Iran,Lockheed ,M
12/7/2005,12,2005,DC-9-32,9Q-CWF ?,"Wetrafa, op.for Wimbi Dira Airways",0,Kinshasa-N'D...,A2,D.R. Congo,Douglas Aircraft Company,M
12/8/2005,12,2005,Boeing 737-7H4 (WL),N471WN,Southwest Airlines,1,Chicago-Midw...,A2,USA,Boeing ,C
12/9/2005,12,2005,Embraer EMB-110P1 Bandeirante,N790RA,AirNow,0,near Orangeburg M...,A1,USA,Embraer ,C
12/10/2005,12,2005,DC-9-32,5N-BFD,Sosoliso Airlines,108,Port Harcour...,A1,Nigeria,Douglas Aircraft Company,C
12/16/2005,12,2005,DHC-6 Twin Otter 300,TI-AZQ,Nature Air,0,near Tamarindo Ai...,A1,Costa Rica,De Havilland Canada,C
12/19/2005,12,2005,Grumman G-73T Turbo Mallard,N2969,Chalk's,20,"Miami, FL",A1,USA,Grumman ,C
12/22/2005,12,2005,Beech B200 King Air,C-FSAT,Slave Air,0,Valleyview A...,A2,Canada,Beech ,C
12/23/2005,12,2005,Antonov An-140-100,4K-AZ48,Azerbaijan Airlines,23,near Nardaran,A1,Azerbaijan,Antonov ,C
12/23/2005,12,2005,Boeing 707-373C,9L-LDU,Koda Air,0,Istanbul-Sab...,O1,Turkey,Boeing ,C
12/23/2005,12,2005,Antonov An-24RV,ER-AZX,"Pecotox Air, op.for Aéro-Service",0,Pokola,A2,Congo,Antonov ,C
12/24/2005,12,2005,Antonov An-28,ER-AJE,"Tepavia Trans, op.for African Union",2,Zalingei,A1,Sudan,Antonov ,C
12/24/2005,12,2005,Cessna 208B Super Cargomaster,N753FE,"FedEx, op.for Empire Airlines",0,Portland Int...,A1,USA,Cessna ,C
12/26/2005,12,2005,Beech A100 King Air,YV1507,Unknown,0,near Paparo,A1,Venezuela,Beech ,C
12/28/2005,12,2005,Learjet 35A,N781RS,Skyward Aviation,2,near Truckee Airp...,A1,USA,Learjet ,C
12/30/2005,12,2005,Beech A100 King Air,C-GAPK,Transwest Air,0,La Ronge Air...,A1,Canada,Beech ,C
1/2/2006,1,2006,BAe-125-700A,P4-AOD,Avcom,3,near Kharkov Airp...,A1,Ukraine,British Aerospace,C
1/3/2006,1,2006,Antonov An-26,,Ruwenzori Air Asala,0,Fataki,A2,D.R. Congo,Antonov ,C
1/5/2006,1,2006,Douglas C-54G (DC-4),C-GXKN,Buffalo Airways,0,Norman Wells...,A1,Canada,Douglas ,C
1/5/2006,1,2006,Beech A100 King Air,N700NC,North Country Aviation,0,Sault Ste Ma...,A1,USA,Beech ,C
1/5/2006,1,2006,Cessna 560 Citation Ultra,N391QS,NetJets,0,Minocqua-Nob...,A2,USA,Cessna ,C
1/9/2006,1,2006,Dassault Falcon 20E,15-2233,Iranian Revolutionary Guard,11,near Orumiyeh,A1,Iran,Dassault ,C
1/10/2006,1,2006,DHC-6 Vista Liner 300,TI-BAF,Nature Air,0,Puerto Jimén...,A2,Costa Rica,De Havilland Canada,C
1/10/2006,1,2006,Rockwell T-39N Sabreliner,165524,US Navy,4,"near Villanow, GA",A1,USA,Rockwell ,M
1/12/2006,1,2006,Beech B300 King Air 350,D-CUNO,Euroflug Frenzel,2,near Freiburg Im ...,A1,Germany,Beech ,C
1/13/2006,1,2006,Learjet 24F,ZS-FUN,SOS Air Ambulance,0,Kinshasa-N'D...,A2,D.R. Congo,Learjet ,C
1/15/2006,1,2006,Cessna 550 Citation S/II,N460M,Security Aviation,0,Anchorage-Te...,A2,USA,Cessna ,C
1/19/2006,1,2006,Antonov An-24V,5605,Slovak AF,42,near Hejce,A1,Hungary,Antonov ,M
1/21/2006,1,2006,Cessna 208B Grand Caravan,C-GRXZ,Sonicblue Airways,3,near Port Alberni...,A1,Canada,Cessna ,C
1/24/2006,1,2006,Cessna 560 Citation V,N86CE,Goship Air,4,Carlsbad-McC...,A1,USA,Cessna ,C
1/24/2006,1,2006,Antonov An-12A,9Q-CER,Aerolift,0,Mbuji-Mayi A...,A1,D.R. Congo,Antonov ,C
